,Unnamed: 0,StateWellNumber,StateWel_1,LatitudeDD,Dlat,Mlat,Slat,LongitudeD,Dlong,Mlong,Slong,TDS_mg/L,WellDepth,SAR,Hardness_mg/L,Calcium_mg/L,Magnesium_mg/L,Sulfate_mg/L,Chloride_mg/L,Fluoride_mg/L,pH,Texture_SSURGO,Texture_Num,Clay_SSURGO,SAR_SSURGO,EC_SSURGO,label,ppt
179,179,3231802,3231802,32.504723,32,30,17.0,-97.189445,97,11,22.0,579.5,240,7.735,120.0,34.0,8.7,180.25,37.0,0.85,7.95,Silty clay,2,50.0,7,0.800000012,0,955.9160767
180,180,3231901,3231901,32.505556,32,30,20.0,-97.144445,97,8,40.0,455.0,220,6.13,90.0,24.0,7.4,104.0,20.0,0.6,7.8,Silty clay,2,50.0,7,0.800000012,0,962.4301758
181,181,3239107,3239107,32.482222,32,28,56.0,-97.209445,97,12,34.0,513.25,309,3.645,192.0,48.33333333,16.66666667,136.6666667,44.66666667,0.49,7.9425,Silty clay,2,50.0,7,0.800000012,0,955.9160767
182,182,3239205,3239205,32.498611,32,29,55.0,-97.180278,97,10,49.0,625.0,309,24.88,16.0,5.0,1.0,164.0,32.0,0.9,8.5,Silty clay,2,50.0,7,0.800000012,0,959.1779785
183,183,3239602,3239602,32.421389,32,25,17.0,-97.155278,97,9,19.0,583.0,250,5.01,162.5,36.5,17.5,184.0,21.0,0.4,7.8,Silty clay,2,50.0,7,0.800000012,0,961.739502
184,184,3239901,3239901,32.3855556,32,23,8.0,-97.1575,97,9,27.0,566.5,220,7.115,104.5,25.5,10.0,159.0,29.5,0.45,8.0,Silty clay,2,50.0,7,0.800000012,0,968.5531616
185,185,3240410,3240410,32.418055,32,25,5.0,-97.096111,97,5,46.0,638.0,395,23.3,19.0,6.0,1.0,198.0,18.0,0.4,8.4,Silty clay,2,50.0,7,0.800000012,0,960.692688
186,186,3247504,3247504,32.320833,32,19,15.0,-97.205834,97,12,21.0,374.0,187,4.27,101.0,26.0,8.8,62.0,25.0,0.7,7.2,Silty clay,2,50.0,7,0.800000012,0,980.6403809
187,187,3247601,3247601,32.321944,32,19,19.0,-97.155001,97,9,18.0,561.0,310,19.56,21.0,5.2,2.0,109.0,31.0,1.4,7.6,Silty clay,2,50.0,7,0.800000012,0,976.8965454
188,188,3247801,3247801,32.2688417,32,16,7.83,-97.1815667,97,10,53.64,940.75,210,4.3125,456.0,128.5,33.0,415.25,60.25,0.675,7.425,Silty clay,2,50.0,7,0.800000012,0,990.5268555
189,189,3247803,3247803,32.2708333,32,16,15.0,-97.1813889,97,10,53.0,698.0,214,3.69,264.0,63.0,26.0,249.0,57.0,0.6,7.2,Silty clay,2,50.0,7,0.800000012,0,990.5268555
190,190,3247804,3247804,32.272222,32,16,20.0,-97.167222,97,10,2.0,1233.0,237,46.82,17.0,4.4,1.6,415.0,71.0,3.0,7.4,Silty clay,2,50.0,7,0.800000012,1,983.0186768
191,191,3247805,3247805,32.2692639,32,16,9.35,-97.18165,97,10,53.94,1301.555556,273,2.728888889,768.2222222,88.4,25.52,294.4,55.4,0.448888889,7.23,Silty clay,2,50.0,7,0.800000012,0,990.5268555
192,192,3247806,3247806,32.27225,32,16,20.1,-97.1817694,97,10,54.37,585.0,224,6.505,156.0,14.0,6.0,120.0,36.0,0.5,8.0,Silty clay,2,50.0,7,0.800000012,0,983.0186768
193,193,3248101,3248101,32.371111,32,22,16.0,-97.112223,97,6,44.0,683.0,225,12.14,63.0,19.0,4.0,231.0,23.0,0.8,7.6,Silty clay,2,50.0,7,0.800000012,0,964.0863037
194,194,3319701,3319701,32.646945,32,38,49.0,-96.718055,96,43,5.0,1433.0,1130,61.8925,13.0,3.55,1.0625,493.5,113.75,2.125,8.225,Silty clay,2,47.5,0,0.800000012,1,1012.101196
195,195,3325201,3325201,32.589445,32,35,22.0,-96.956945,96,57,25.0,837.4615385,892,40.45307692,11.92307692,3.261538462,0.953846154,268.3846154,24.61538462,0.930769231,8.483333333,Silty clay,2,47.5,0,0.800000012,0,1013.154663
196,196,3325203,3325203,32.588334,32,35,18.0,-96.956667,96,57,24.0,834.5555556,895,42.82,10.66666667,2.986666667,1.04,249.5333333,33.46666667,0.937777778,8.604117647,Silty clay,2,47.5,0,0.800000012,0,1013.154663
197,197,1833904,1833904,33.383889,33,23,2.0,-96.904723,96,54,17.0,1133.0,204,37.66,22.0,4.0,3.0,384.0,23.0,2.0,8.3,Clay,1,50.0,1,0.600000024,1,1036.755981
198,198,1849805,1849805,33.158334,33,9,30.0,-96.925278,96,55,31.0,1064.0,150,57.67,9.0,2.0,1.0,265.0,97.0,0.9,8.5,Clay,1,50.0,1,0.600000024,0,991.3787842
199,199,1849807,1849807,33.1425,33,8,33.0,-96.944445,96,56,40.0,536.5,402,36.55,6.0,1.0,1.0,54.5,23.0,1.6,8.75,Silty clay,2,38.0,0,0.5,0,980.5760498
200,200,1956602,1956602,33.1830556,33,10,59.0,-97.0377778,97,2,16.0,373.0,60,0.77,274.0,90.0,12.0,36.5,17.4,0.295,7.265,Silty clay,2,38.0,0,0.5,0,984.37146
201,201,3325104,3325104,32.614167,32,36,51.0,-96.961667,96,57,42.0,703.0,801,59.38,4.0,1.133333333,0.39,176.0,18.66666667,0.766666667,8.6,Loam,4,30.0,0,0.5,0,1013.742676
202,202,3319501,3319501,32.668055,32,40,5.0,-96.703612,96,42,13.0,1460.0,1044,61.41,14.0,4.0,1.0,492.0,128.0,2.7,8.4,Sandy clay loam,9,26.0,0,0.5,1,1012.101196
203,203,1837604,1837604,33.4308333,33,25,51.0,-96.3769444,96,22,37.0,819.0,1748,29.3,21.0,7.2,0.8,186.2,73.0,1.2,8.0,Silty clay loam,7,45.0,0,0.0,0,1087.575073
204,204,3232902,3232902,32.520278,32,31,13.0,-97.03,97,1,48.0,839.0,530,54.08,6.0,1.8,0.4,292.0,19.0,0.7,7.6,Clay,1,45.0,0,0.0,0,988.4133911
205,205,3240305,3240305,32.481944,32,28,55.0,-97.026667,97,1,36.0,857.0,543,37.005,13.0,3.3,1.35,304.5,22.5,0.75,8.35,Clay,1,45.0,0,0.0,0,988.4133911
206,206,3240307,3240307,32.464167,32,27,51.0,-97.016944,97,1,1.0,568.0,650,30.96,9.0,2.8,0.5,142.0,20.0,0.5,8.1,Clay,1,45.0,0,0.0,0,999.3768921
207,207,3240607,3240607,32.456667,32,27,24.0,-97.026389,97,1,35.0,575.0,659,22.98,15.0,4.4,1.1,142.0,22.0,0.5,8.3,Clay,1,45.0,0,0.0,0,981.1288452
208,208,3357205,3357205,32.085278,32,5,7.0,-96.934722,96,56,5.0,904.0,822,56.75,7.0,1.5,0.9,151.0,48.0,1.4,8.2,Silty clay loam,7,40.0,0,0.0,0,1000.912903
209,209,1823601,1823601,33.6927778,33,41,34.0,-96.1502778,96,9,1.0,849.2222222,1087,65.76888889,4.555555556,1.466666667,0.456666667,152.6666667,88.0,1.4,8.457777778,Silty clay,2,40.0,0,0.0,0,1143.134522
210,210,1725301,1725301,33.599445,33,35,58.0,-95.905834,95,54,21.0,951.7142857,1673,36.61428571,23.42857143,4.871428571,2.871428571,222.2857143,84.42857143,1.516666667,8.471428571,Silty clay loam,7,37.5,0,0.0,0,1152.795044
211,211,1725302,1725302,33.6,33,36,0.0,-95.9063889,95,54,23.0,946.5555556,1660,38.551,22.9,5.42,2.393,223.4,97.2,1.67,8.38,Silty clay loam,7,37.5,0,0.0,0,1152.795044
212,212,1725303,1725303,33.594722,33,35,41.0,-95.905001,95,54,18.0,926.7142857,1727,60.25857143,8.857142857,3.466666667,1.35,202.9333333,76.66666667,1.597142857,8.2,Silty clay loam,7,37.5,0,0.0,0,1152.795044
213,213,1832702,1832702,33.509445,33,30,34.0,-96.118611,96,7,7.0,931.0,1770,55.404,7.8,2.0,0.74,277.0,64.6,1.42,8.32,Silty clay,2,37.5,0,0.0,0,1129.278931
214,214,1838303,1838303,33.461112,33,27,40.0,-96.285,96,17,6.0,799.0,1487,59.78,4.0,1.6,0.2,205.9,55.1,1.5,8.5,Silty clay,2,37.5,0,0.0,0,1098.902344
215,215,1838403,1838403,33.451112,33,27,4.0,-96.337222,96,20,14.0,794.0,1592,35.57,13.0,3.0,1.5,215.0,50.0,1.35,8.3,Silty clay,2,37.5,0,0.0,0,1093.82605
216,216,1840102,1840102,33.469167,33,28,9.0,-96.091945,96,5,31.0,835.2,1800,49.924,7.6,2.2,0.8375,211.0,61.0,1.506,8.286,Silty clay,2,37.5,0,0.0,0,1133.857422
217,217,1820901,1820901,33.6341667,33,38,3.0,-96.5038889,96,30,14.0,267.0,950,23.4,4.0,0.8,0.5,32.0,10.0,0.8,7.9,Silty clay loam,7,37.0,0,0.0,0,1075.408203
218,218,3317401,3317401,32.687222,32,41,14.0,-96.993056,96,59,35.0,795.0,250,45.7,11.0,2.4,1.34,98.0,40.0,2.7,8.5,Loam,4,30.0,0,0.0,1,998.9985962
219,219,1833805,1833805,33.390834,33,23,27.0,-96.920555,96,55,14.0,239.0,270,4.47,50.0,12.0,5.0,22.0,12.0,0.4,7.4,Clay loam,6,30.0,0,0.0,0,1036.755981
220,220,1841301,1841301,33.374444,33,22,28.0,-96.909445,96,54,34.0,1206.0,102,23.72,58.0,12.0,7.0,415.0,46.0,2.3,8.4,Clay loam,6,30.0,0,0.0,1,1036.755981
221,221,1844601,1844601,33.294167,33,17,39.0,-96.501667,96,30,6.0,385.0,1783,25.465,4.0,0.6,0.775,52.5,16.5,0.8,8.5,Clay loam,6,30.0,0,0.0,0,1060.013184
222,222,1849403,1849403,33.1675,33,10,3.0,-96.966389,96,57,59.0,519.0,355,13.07,46.0,17.0,1.0,61.0,17.0,1.2,8.8,Clay loam,6,30.0,0,0.0,0,986.3356934
223,223,1849504,1849504,33.175555,33,10,32.0,-96.954723,96,57,17.0,697.0,305,13.69,48.0,13.0,4.0,281.0,58.0,0.3,8.3,Clay loam,6,30.0,0,0.0,0,986.3356934
224,224,1849508,1849508,33.180555,33,10,50.0,-96.957501,96,57,27.0,637.0,368,10.45,67.0,19.0,5.0,244.0,55.0,0.3,7.7,Clay loam,6,30.0,0,0.0,0,986.3356934
225,225,1849701,1849701,33.163334,33,9,48.0,-96.959167,96,57,33.0,591.5,364,62.105,3.0,0.8,0.5,61.0,21.0,1.5,8.65,Clay loam,6,30.0,0,0.0,0,986.3356934
226,226,1858701,1858701,33.0247222,33,1,29.0,-96.8561111,96,51,22.0,1243.5,858,83.78,5.0,1.6,0.2,112.0,16.0,2.32,8.935,Clay loam,6,30.0,0,0.0,1,1001.546875
227,227,1859601,1859601,33.048611,33,2,55.0,-96.633889,96,38,2.0,3016.0,1130,97.38,27.0,6.0,3.0,193.0,1274.0,3.5,8.8,Clay loam,6,30.0,0,0.0,1,1028.643799
228,228,1964913,1964913,33.021111,33,1,16.0,-97.035556,97,2,8.0,541.0,294,31.14,6.0,2.2,0.2,50.0,13.0,2.1,8.7,Clay loam,6,30.0,0,0.0,1,966.4606934
229,229,1964914,1964914,33.020278,33,1,13.0,-97.035,97,2,6.0,386.0,300,13.86,19.0,5.0,1.7,54.0,19.0,1.1,8.9,Clay loam,6,30.0,0,0.0,0,971.3233643
230,230,3216801,3216801,32.777778,32,46,40.0,-97.073055,97,4,23.0,641.0,217,11.17333333,71.0,16.0,8.0,179.0,35.0,0.603333333,7.66,Clay loam,6,30.0,0,0.0,0,979.6345825
231,231,3231902,3231902,32.515556,32,30,56.0,-97.153612,97,9,13.0,458.5,212,7.465,70.5,21.0,4.5,100.0,21.5,0.65,8.45,Clay loam,6,30.0,0,0.0,0,959.1779785
232,232,3239201,3239201,32.483611,32,29,1.0,-97.205278,97,12,19.0,533.25,270,10.8725,53.4,13.73333333,5.216666667,130.75,22.75,0.5875,7.936,Clay loam,6,30.0,0,0.0,0,955.9160767
233,233,3239302,3239302,32.477222,32,28,38.0,-97.145278,97,8,43.0,461.0,276,7.81,67.0,17.0,6.0,102.0,21.0,0.6,7.9,Clay loam,6,30.0,0,0.0,0,957.3618774
234,234,3247403,3247403,32.2975,32,17,51.0,-97.233611,97,14,1.0,1020.0,152,1.88,580.0,178.0,33.0,500.0,74.0,0.5,7.1,Clay loam,6,30.0,0,0.0,0,988.097168
235,235,3248403,3248403,32.293334,32,17,36.0,-97.087222,97,5,14.0,1220.333333,135,47.51333333,16.33333333,4.6,1.24,400.3333333,71.33333333,1.9,8.2,Clay loam,6,30.0,0,0.0,0,984.9353027
236,236,3256101,3256101,32.208889,32,12,32.0,-97.084167,97,5,3.0,776.0,488,57.84,3.0,1.5,0.0,201.0,25.0,0.8,8.2,Clay loam,6,30.0,0,0.0,0,999.9737549
237,237,3264307,3264307,32.096111,32,5,46.0,-97.007223,97,0,26.0,1936.0,520,57.26,27.0,5.8,3.16,750.0,199.0,2.8,8.2,Clay loam,6,30.0,0,0.0,1,1000.390564
238,238,3264604,3264604,32.059167,32,3,33.0,-97.019167,97,1,9.0,926.0,700,39.45,14.0,1.8,2.55,187.0,52.0,2.6,8.6,Clay loam,6,30.0,0,0.0,1,998.4516602
239,239,3319704,3319704,32.640278,32,38,25.0,-96.725,96,43,30.0,1339.6,1353,59.198,14.6,5.333333333,1.0,436.0,99.33333333,2.022,8.386,Clay loam,6,30.0,0,0.0,1,1013.271301
240,240,3325406,3325406,32.545278,32,32,43.0,-96.967778,96,58,4.0,1643.0,855,65.73,14.0,3.6,1.46,640.0,123.0,2.9,8.9,Clay loam,6,30.0,0,0.0,1,1012.828674
241,241,3325601,3325601,32.545556,32,32,44.0,-96.880278,96,52,49.0,1414.0,955,59.09,14.0,4.0,1.0,520.0,100.0,1.8,8.3,Clay loam,6,30.0,0,0.0,0,1016.91449
242,242,3325706,3325706,32.532778,32,31,58.0,-96.978611,96,58,43.0,2202.0,700,50.56,40.0,8.0,5.0,1030.0,175.0,2.4,8.2,Clay loam,6,30.0,0,0.0,1,1012.828674
243,243,3333106,3333106,32.476389,32,28,35.0,-96.978333,96,58,42.0,606.0,735,44.54,5.0,1.0,0.62,136.0,19.0,0.9,8.3,Clay loam,6,30.0,0,0.0,0,1009.191101
244,244,3333702,3333702,32.411112,32,24,40.0,-96.995,96,59,42.0,1461.0,695,62.22,12.0,3.5,1.0,512.0,75.0,1.65,8.3,Clay loam,6,30.0,0,0.0,0,993.1170044
245,245,3334211,3334211,32.4644444,32,27,52.0,-96.8230556,96,49,23.0,1184.0,1180,65.15,8.333333333,2.4,1.0,333.0,89.5,2.303333333,8.503333333,Clay loam,6,30.0,0,0.0,1,1016.564758
246,246,3341101,3341101,32.339167,32,20,21.0,-96.989445,96,59,22.0,735.0,641,43.97,8.25,1.75,1.0,113.0,31.5,1.5,8.7,Clay loam,6,30.0,0,0.0,0,988.9948731
247,247,3341502,3341502,32.325833,32,19,33.0,-96.943056,96,56,35.0,1277.0,802,60.54,12.0,3.2,1.0,355.0,94.0,4.1,8.3,Clay loam,6,30.0,0,0.0,1,994.6255493
248,248,3342105,3342105,32.336667,32,20,12.0,-96.848611,96,50,55.0,1195.0,1063,58.24,11.0,3.0,1.0,320.0,78.0,2.8,8.5,Clay loam,6,30.0,0,0.0,1,1009.521179
249,249,3357103,3357103,32.087222,32,5,14.0,-96.999167,96,59,57.0,1010.0,727,56.4,9.0,1.4,1.35,245.0,64.0,2.2,7.9,Clay loam,6,30.0,0,0.0,1,1000.390564
250,250,1848402,1848402,33.3119444,33,18,43.0,-96.1088889,96,6,32.0,1184.0,2388,72.43,7.0,2.6,0.36,165.0,187.0,3.0,8.2,Silty clay loam,7,27.5,0,0.0,1,1125.671875
251,251,1831503,1831503,33.573611,33,34,25.0,-96.175833,96,10,33.0,880.3333333,1191,47.07,12.66666667,3.333333333,1.1,199.3333333,93.0,1.3,8.266666667,Loam,4,27.5,0,0.0,0,1141.292847
252,252,1831504,1831504,33.573611,33,34,25.0,-96.175833,96,10,33.0,840.5,1200,31.4475,24.5,6.55,2.075,206.5,68.75,1.2,8.525,Loam,4,27.5,0,0.0,0,1141.292847
253,253,1841203,1841203,33.361112,33,21,40.0,-96.9175,96,55,3.0,348.0,125,8.65,36.0,8.0,4.0,49.0,20.0,0.6,7.6,Clay loam,6,26.5,0,0.0,0,1036.755981
254,254,1964602,1964602,33.076111,33,4,34.0,-97.035834,97,2,9.0,499.0,255,5.91,107.0,25.0,11.0,148.0,29.0,0.6,7.6,Clay loam,6,26.5,0,0.0,0,966.4058838
255,255,3224804,3224804,32.628055,32,37,41.0,-97.080555,97,4,50.0,774.0,271,5.55,208.0,62.0,13.0,325.0,38.0,0.3,7.9,Silt loam,5,25.5,0,0.0,0,973.6831665
256,256,1810601,1810601,33.793889,33,47,38.0,-96.780833,96,46,51.0,284.6666667,234,10.35,23.66666667,6.4,1.983333333,37.0,9.666666667,0.433333333,8.0,Fine sandy loam,8,10.0,0,0.0,0,1035.077026
257,257,1810801,1810801,33.785556,33,47,8.0,-96.807501,96,48,27.0,265.0,285,3.365,76.0,20.5,7.5,38.0,22.0,0.3,7.7,Fine sandy loam,8,10.0,0,0.0,0,1035.077026
258,258,1819101,1819101,33.738334,33,44,18.0,-96.749722,96,44,59.0,700.9090909,300,46.94909091,7.0,1.363636364,1.010909091,79.72727273,18.90909091,2.190909091,8.77,Fine sandy loam,8,10.0,0,0.0,1,1053.192871
259,259,1820601,1820601,33.683889,33,41,2.0,-96.530278,96,31,49.0,356.5,307,10.035,29.5,9.0,1.5,135.5,16.0,0.5,7.05,Fine sandy loam,8,10.0,0,0.0,0,1074.152954
260,260,1823402,1823402,33.672778,33,40,22.0,-96.239722,96,14,23.0,765.8888889,768,46.50444444,6.444444444,1.4,0.818888889,190.1666667,51.33333333,1.477777778,8.388888889,Fine sandy loam,8,10.0,0,0.0,0,1136.198608
261,261,1823407,1823407,33.674167,33,40,27.0,-96.239445,96,14,22.0,681.0,764,41.39,6.0,1.2,0.75,156.85,47.75,1.15,8.55,Fine sandy loam,8,10.0,0,0.0,0,1136.198608
262,262,3207102,3207102,32.959723,32,57,35.0,-97.225555,97,13,32.0,72.0,125,0.91,33.0,10.0,2.0,5.0,13.0,0.2,6.4,Fine sandy loam,8,10.0,0,0.0,0,955.2475586
263,263,3208105,3208105,32.965278,32,57,55.0,-97.102778,97,6,10.0,310.0,170,3.32,104.0,27.0,9.0,55.0,56.0,0.4,7.5,Fine sandy loam,8,10.0,0,0.0,0,971.3204956
264,264,3208201,3208201,32.958334,32,57,30.0,-97.067222,97,4,2.0,334.0,238,17.0,10.0,1.0,2.0,40.0,56.0,0.3,7.9,Fine sandy loam,8,10.0,0,0.0,0,971.3204956
265,265,3208202,3208202,32.982222,32,58,56.0,-97.065834,97,3,57.0,421.0,200,21.46,11.0,3.0,1.0,50.0,28.0,0.8,8.2,Fine sandy loam,8,10.0,0,0.0,0,968.21698
266,266,3216210,3216210,32.859723,32,51,35.0,-97.083055,97,4,59.0,307.0,158,4.21,68.0,18.0,5.7,52.0,42.0,0.2,7.3,Fine sandy loam,8,10.0,0,0.0,0,970.2547607
267,267,3231602,3231602,32.565556,32,33,56.0,-97.142222,97,8,32.0,574.25,200,13.4525,41.0,12.5,2.5,163.0,33.75,0.466666667,8.125,Fine sandy loam,8,10.0,0,0.0,0,967.0031738
